Date,Open,High,Low,Close,Volume,Adj Close
1985-07-05,24.33,24.33,24.33,24.33,0,5.052341
1985-07-08,24.23,24.23,24.23,24.23,0,5.031575
1985-07-09,24.18,24.18,24.18,24.18,0,5.021192
1985-07-10,24.32,24.32,24.32,24.32,0,5.050264
1985-07-11,24.450001,24.450001,24.450001,24.450001,0,5.07726
1985-07-12,24.65,24.65,24.65,24.65,0,5.118792
1985-07-15,24.629998999999998,24.629998999999998,24.629998999999998,24.629998999999998,0,5.114639
1985-07-16,24.82,24.82,24.82,24.82,0,5.154094000000001
1985-07-17,24.879998999999998,24.879998999999998,24.879998999999998,24.879998999999998,0,5.1665529999999995
1985-07-18,24.799999,24.799999,24.799999,24.799999,0,5.149941
1985-07-19,24.83,24.83,24.83,24.83,0,5.156171
1985-07-22,24.620001000000002,24.620001000000002,24.620001000000002,24.620001000000002,0,5.1218449999999995
1985-07-23,24.48,24.48,24.48,24.48,0,5.092719000000001
1985-07-24,24.32,24.32,24.32,24.32,0,5.0594339999999995
1985-07-25,24.299999,24.299999,24.299999,24.299999,0,5.055273000000001
1985-07-26,24.33,24.33,24.33,24.33,0,5.061514
1985-07-29,24.139999,24.139999,24.139999,24.139999,0,5.021987
1985-07-30,24.15,24.15,24.15,24.15,0,5.024068
1985-07-31,24.299999,24.299999,24.299999,24.299999,0,5.055273000000001
1985-08-01,24.459999,24.459999,24.459999,24.459999,0,5.088559
1985-08-02,24.42,24.42,24.42,24.42,0,5.080237
1985-08-05,24.280001000000002,24.280001000000002,24.280001000000002,24.280001000000002,0,5.051113
1985-08-06,24.110001,24.110001,24.110001,24.110001,0,5.015746
1985-08-07,23.99,23.99,23.99,23.99,0,4.990782
1985-08-08,24.040001,24.040001,24.040001,24.040001,0,5.001183999999999
1985-08-09,24.059998999999998,24.059998999999998,24.059998999999998,24.059998999999998,0,5.005344
1985-08-12,24.030001000000002,24.030001000000002,24.030001000000002,24.030001000000002,0,4.999104
1985-08-13,24.02,24.02,24.02,24.02,0,4.997023
1985-08-14,24.01,24.01,24.01,24.01,0,4.994943
1985-08-15,24.02,24.02,24.02,24.02,0,4.997023
1985-08-16,23.9,23.9,23.9,23.9,0,4.972059
1985-08-19,23.870001000000002,23.870001000000002,23.870001000000002,23.870001000000002,0,4.965818
1985-08-20,23.940001000000002,23.940001000000002,23.940001000000002,23.940001000000002,0,4.98038
1985-08-21,24.049999,24.049999,24.049999,24.049999,0,5.003264
1985-08-22,23.99,23.99,23.99,23.99,0,4.990782
1985-08-23,24.0,24.0,24.0,24.0,0,4.992862000000001
1985-08-26,24.059998999999998,24.059998999999998,24.059998999999998,24.059998999999998,0,5.005344
1985-08-27,24.129998999999998,24.129998999999998,24.129998999999998,24.129998999999998,0,5.019907
1985-08-28,24.219998999999998,24.219998999999998,24.219998999999998,24.219998999999998,0,5.03863
1985-08-29,24.290001,24.290001,24.290001,24.290001,0,5.053193
1985-08-30,24.32,24.32,24.32,24.32,0,5.0594339999999995
1985-09-03,24.34,24.34,24.34,24.34,0,5.063594999999999
1985-09-04,24.27,24.27,24.27,24.27,0,5.049032
1985-09-05,24.209999,24.209999,24.209999,24.209999,0,5.03655
1985-09-06,24.26,24.26,24.26,24.26,0,5.046952
1985-09-09,24.290001,24.290001,24.290001,24.290001,0,5.053193
1985-09-10,24.209999,24.209999,24.209999,24.209999,0,5.03655
1985-09-11,24.02,24.02,24.02,24.02,0,4.997023
1985-09-12,23.879998999999998,23.879998999999998,23.879998999999998,23.879998999999998,0,4.967898
1985-09-13,23.780001000000002,23.780001000000002,23.780001000000002,23.780001000000002,0,4.947095
1985-09-16,23.75,23.75,23.75,23.75,0,4.940853
1985-09-17,23.51,23.51,23.51,23.51,0,4.890925
1985-09-18,23.5,23.5,23.5,23.5,0,4.888844000000001
1985-09-19,23.610001,23.610001,23.610001,23.610001,0,4.911728
1985-09-20,23.6,23.6,23.6,23.6,0,4.909648000000001
1985-09-23,23.780001000000002,23.780001000000002,23.780001000000002,23.780001000000002,0,4.947095
1985-09-24,23.690001000000002,23.690001000000002,23.690001000000002,23.690001000000002,0,4.928371
1985-09-25,23.549999,23.549999,23.549999,23.549999,0,4.899246
1985-09-26,23.48,23.48,23.48,23.48,0,4.884684
1985-09-30,23.52,23.52,23.52,23.52,0,4.8930050000000005
1985-10-01,23.700001,23.700001,23.700001,23.700001,0,4.930452
1985-10-02,23.73,23.73,23.73,23.73,0,4.936693
1985-10-03,23.790001,23.790001,23.790001,23.790001,0,4.949175
1985-10-04,23.73,23.73,23.73,23.73,0,4.936693
1985-10-07,23.629998999999998,23.629998999999998,23.629998999999998,23.629998999999998,0,4.915889
1985-10-08,23.58,23.58,23.58,23.58,0,4.905487
1985-10-09,23.58,23.58,23.58,23.58,0,4.905487
1985-10-10,23.6,23.6,23.6,23.6,0,4.909648000000001
1985-10-11,23.700001,23.700001,23.700001,23.700001,0,4.930452
1985-10-14,23.85,23.85,23.85,23.85,0,4.961657
1985-10-15,23.860001,23.860001,23.860001,23.860001,0,4.963737
1985-10-16,24.02,24.02,24.02,24.02,0,4.997023
1985-10-17,24.120001000000002,24.120001000000002,24.120001000000002,24.120001000000002,0,5.017827
1985-10-18,24.120001000000002,24.120001000000002,24.120001000000002,24.120001000000002,0,5.017827
1985-10-21,24.059998999999998,24.059998999999998,24.059998999999998,24.059998999999998,0,5.0147
1985-10-22,24.110001,24.110001,24.110001,24.110001,0,5.0251209999999995
1985-10-23,24.219998999999998,24.219998999999998,24.219998999999998,24.219998999999998,0,5.0480480000000005
1985-10-24,24.23,24.23,24.23,24.23,0,5.050132
1985-10-25,24.16,24.16,24.16,24.16,0,5.035543
1985-10-28,24.120001000000002,24.120001000000002,24.120001000000002,24.120001000000002,0,5.027206
1985-10-29,24.25,24.25,24.25,24.25,0,5.054301000000001
1985-10-30,24.370001000000002,24.370001000000002,24.370001000000002,24.370001000000002,0,5.079312
1985-10-31,24.360001,24.360001,24.360001,24.360001,0,5.077228
1985-11-01,24.5,24.5,24.5,24.5,0,5.106407
1985-11-04,24.49,24.49,24.49,24.49,0,5.104323
1985-11-05,24.58,24.58,24.58,24.58,0,5.123081
1985-11-06,24.73,24.73,24.73,24.73,0,5.154344999999999
1985-11-07,24.809998999999998,24.809998999999998,24.809998999999998,24.809998999999998,0,5.171019
1985-11-08,24.959999,24.959999,24.959999,24.959999,0,5.202282
1985-11-11,25.24,25.24,25.24,25.24,0,5.260641000000001
1985-11-12,25.41,25.41,25.41,25.41,0,5.296074
1985-11-13,25.33,25.33,25.33,25.33,0,5.2794
1985-11-14,25.5,25.5,25.5,25.5,0,5.314832
1985-11-15,25.540001,25.540001,25.540001,25.540001,0,5.323169
1985-11-18,25.559998999999998,25.559998999999998,25.559998999999998,25.559998999999998,0,5.327337
1985-11-19,25.629998999999998,25.629998999999998,25.629998999999998,25.629998999999998,0,5.341927
1985-11-20,25.610001,25.610001,25.610001,25.610001,0,5.337758999999999
1985-11-21,25.83,25.83,25.83,25.83,0,5.383612
1985-11-22,25.91,25.91,25.91,25.91,0,5.400286
1985-11-25,25.83,25.83,25.83,25.83,0,5.383612
1985-11-26,25.860001,25.860001,25.860001,25.860001,0,5.389865
1985-11-27,26.0,26.0,26.0,26.0,0,5.419044
1985-11-29,26.059998999999998,26.059998999999998,26.059998999999998,26.059998999999998,0,5.43155
1985-12-02,25.889999,25.889999,25.889999,25.889999,0,5.396116999999999
1985-12-03,25.969998999999998,25.969998999999998,25.969998999999998,25.969998999999998,0,5.412791
1985-12-04,26.200001,26.200001,26.200001,26.200001,0,5.460729
1985-12-05,26.200001,26.200001,26.200001,26.200001,0,5.460729
1985-12-06,26.040001,26.040001,26.040001,26.040001,0,5.427381
1985-12-09,26.07,26.07,26.07,26.07,0,5.433634
1985-12-10,26.1,26.1,26.1,26.1,0,5.439887000000001
1985-12-11,26.34,26.34,26.34,26.34,0,5.489909
1985-12-12,26.459999,26.459999,26.459999,26.459999,0,5.514919
1985-12-13,26.719998999999998,26.719998999999998,26.719998999999998,26.719998999999998,0,5.56911
1985-12-16,26.85,26.85,26.85,26.85,0,5.596205
1985-12-17,26.690001000000002,26.690001000000002,26.690001000000002,26.690001000000002,0,5.562857
1985-12-18,26.620001000000002,26.620001000000002,26.620001000000002,26.620001000000002,0,5.548268
1985-12-19,26.6,26.6,26.6,26.6,0,5.544099
1985-12-20,26.68,26.68,26.68,26.68,0,5.560773
1985-12-23,26.530001000000002,26.530001000000002,26.530001000000002,26.530001000000002,0,5.529509
1985-12-24,26.4,26.4,26.4,26.4,0,5.502414
1985-12-26,26.42,26.42,26.42,26.42,0,5.506583
1985-12-27,26.6,26.6,26.6,26.6,0,5.544099
1985-12-30,26.65,26.65,26.65,26.65,0,5.55452
1985-12-31,26.700001,26.700001,26.700001,26.700001,0,5.564941999999999
1986-01-02,26.68,26.68,26.68,26.68,0,5.560773
1986-01-03,26.780001000000002,26.780001000000002,26.780001000000002,26.780001000000002,0,5.581616
1986-01-06,26.799999,26.799999,26.799999,26.799999,0,5.585783999999999
1986-01-07,27.08,27.08,27.08,27.08,0,5.644143
1986-01-08,26.799999,26.799999,26.799999,26.799999,0,5.585783999999999
1986-01-09,26.459999,26.459999,26.459999,26.459999,0,5.514919
1986-01-10,24.48,24.48,24.48,24.48,0,5.102238
1986-01-13,24.48,24.48,24.48,24.48,0,5.102238
1986-01-14,26.6,26.6,26.6,26.6,0,5.544099
1986-01-15,26.809998999999998,26.809998999999998,26.809998999999998,26.809998999999998,0,5.587868
1986-01-16,26.92,26.92,26.92,26.92,0,5.6107949999999995
1986-01-17,26.98,26.98,26.98,26.98,0,5.6233
1986-01-20,26.85,26.85,26.85,26.85,0,5.596205
1986-01-21,26.82,26.82,26.82,26.82,0,5.589951999999999
1986-01-22,26.629998999999998,26.629998999999998,26.629998999999998,26.629998999999998,0,5.550351999999999
1986-01-23,26.610001,26.610001,26.610001,26.610001,0,5.546183
1986-01-24,26.610001,26.610001,26.610001,26.610001,0,5.546183
1986-01-27,26.82,26.82,26.82,26.82,0,5.60153
1986-01-28,27.07,27.07,27.07,27.07,0,5.6537440000000005
1986-01-29,27.110001,27.110001,27.110001,27.110001,0,5.6620989999999995
1986-01-30,27.01,27.01,27.01,27.01,0,5.641213
1986-01-31,27.15,27.15,27.15,27.15,0,5.670453
1986-02-03,27.33,27.33,27.33,27.33,0,5.7080470000000005
1986-02-04,27.34,27.34,27.34,27.34,0,5.710136
1986-02-05,27.33,27.33,27.33,27.33,0,5.7080470000000005
1986-02-06,27.450001,27.450001,27.450001,27.450001,0,5.73311
1986-02-07,27.52,27.52,27.52,27.52,0,5.747730000000001
1986-02-10,27.67,27.67,27.67,27.67,0,5.779058
1986-02-11,27.77,27.77,27.77,27.77,0,5.799944
1986-02-12,27.950001,27.950001,27.950001,27.950001,0,5.8375379999999994
1986-02-13,28.139999,28.139999,28.139999,28.139999,0,5.877221
1986-02-14,28.35,28.35,28.35,28.35,0,5.921081
1986-02-18,28.68,28.68,28.68,28.68,0,5.990003
1986-02-19,28.639999,28.639999,28.639999,28.639999,0,5.981649
1986-02-20,28.67,28.67,28.67,28.67,0,5.987915
1986-02-21,28.879998999999998,28.879998999999998,28.879998999999998,28.879998999999998,0,6.0317739999999995
1986-02-24,28.91,28.91,28.91,28.91,0,6.0380400000000005
1986-02-25,28.790001,28.790001,28.790001,28.790001,0,6.0129779999999995
1986-02-26,28.91,28.91,28.91,28.91,0,6.0380400000000005
1986-02-27,29.25,29.25,29.25,29.25,0,6.109051999999999
1986-02-28,29.35,29.35,29.35,29.35,0,6.129937
1986-03-03,29.290001,29.290001,29.290001,29.290001,0,6.117406
1986-03-04,29.42,29.42,29.42,29.42,0,6.144557
1986-03-05,29.370001000000002,29.370001000000002,29.370001000000002,29.370001000000002,0,6.134115
1986-03-06,29.459999,29.459999,29.459999,29.459999,0,6.1529110000000005
1986-03-07,29.5,29.5,29.5,29.5,0,6.161266
1986-03-10,29.540001,29.540001,29.540001,29.540001,0,6.16962
1986-03-11,29.91,29.91,29.91,29.91,0,6.246897
1986-03-12,30.040001,30.040001,30.040001,30.040001,0,6.2740480000000005
1986-03-13,30.129998999999998,30.129998999999998,30.129998999999998,30.129998999999998,0,6.292845
1986-03-14,30.299999,30.299999,30.299999,30.299999,0,6.3283510000000005
1986-03-17,30.17,30.17,30.17,30.17,0,6.3012
1986-03-18,30.17,30.17,30.17,30.17,0,6.3012
1986-03-19,30.290001,30.290001,30.290001,30.290001,0,6.326262
1986-03-20,30.43,30.43,30.43,30.43,0,6.3555019999999995
1986-03-21,30.309998999999998,30.309998999999998,30.309998999999998,30.309998999999998,0,6.330439
1986-03-24,30.23,30.23,30.23,30.23,0,6.313731
1986-03-25,30.139999,30.139999,30.139999,30.139999,0,6.294934
1986-03-26,30.42,30.42,30.42,30.42,0,6.353414
1986-03-27,30.639999,30.639999,30.639999,30.639999,0,6.399362
1986-03-31,30.68,30.68,30.68,30.68,0,6.407716000000001
1986-04-01,30.48,30.48,30.48,30.48,0,6.365945
1986-04-02,30.450001,30.450001,30.450001,30.450001,0,6.359679
1986-04-03,30.24,30.24,30.24,30.24,0,6.315819
1986-04-04,29.93,29.93,29.93,29.93,0,6.251074
1986-04-07,29.82,29.82,29.82,29.82,0,6.2281
1986-04-08,30.139999,30.139999,30.139999,30.139999,0,6.294934
1986-04-09,30.200001,30.200001,30.200001,30.200001,0,6.3074650000000005
1986-04-10,30.469998999999998,30.469998999999998,30.469998999999998,30.469998999999998,0,6.363856
1986-04-11,30.51,30.51,30.51,30.51,0,6.372211
1986-04-14,30.620001000000002,30.620001000000002,30.620001000000002,30.620001000000002,0,6.395185
1986-04-15,30.620001000000002,30.620001000000002,30.620001000000002,30.620001000000002,0,6.395185
1986-04-16,31.02,31.02,31.02,31.02,0,6.478728
1986-04-17,31.1,31.1,31.1,31.1,0,6.495436
1986-04-18,31.120001000000002,31.120001000000002,31.120001000000002,31.120001000000002,0,6.499613
1986-04-21,31.27,31.27,31.27,31.27,0,6.530942
1986-04-22,31.09,31.09,31.09,31.09,0,6.493347
1986-04-23,30.860001,30.860001,30.860001,30.860001,0,6.445311
1986-04-24,30.799999,30.799999,30.799999,30.799999,0,6.432779
1986-04-25,30.790001,30.790001,30.790001,30.790001,0,6.430691
1986-04-28,30.76,30.76,30.76,30.76,0,6.424425
1986-04-29,30.540001,30.540001,30.540001,30.540001,0,6.378476999999999
1986-04-30,30.120001000000002,30.120001000000002,30.120001000000002,30.120001000000002,0,6.290757
1986-05-01,30.07,30.07,30.07,30.07,0,6.280314
1986-05-02,30.08,30.08,30.08,30.08,0,6.282401999999999
1986-05-05,30.360001,30.360001,30.360001,30.360001,0,6.340882
1986-05-06,30.450001,30.450001,30.450001,30.450001,0,6.359679
1986-05-07,30.379998999999998,30.379998999999998,30.379998999999998,30.379998999999998,0,6.345059
1986-05-08,30.66,30.66,30.66,30.66,0,6.403539
1986-05-09,30.780001000000002,30.780001000000002,30.780001000000002,30.780001000000002,0,6.428602
1986-05-12,29.43,29.43,29.43,29.43,0,6.276123999999999
1986-05-13,29.299999,29.299999,29.299999,29.299999,0,6.2484
1986-05-14,29.32,29.32,29.32,29.32,0,6.252665
1986-05-15,29.059998999999998,29.059998999999998,29.059998999999998,29.059998999999998,0,6.1972190000000005
1986-05-16,28.959999,28.959999,28.959999,28.959999,0,6.175893
1986-05-19,28.93,28.93,28.93,28.93,0,6.169496
1986-05-20,29.07,29.07,29.07,29.07,0,6.199351
1986-05-21,29.09,29.09,29.09,29.09,0,6.2036169999999995
1986-05-22,29.389999,29.389999,29.389999,29.389999,0,6.267593
1986-05-23,29.530001000000002,29.530001000000002,29.530001000000002,29.530001000000002,0,6.297448999999999
1986-05-27,29.780001000000002,29.780001000000002,29.780001000000002,29.780001000000002,0,6.350763
1986-05-28,29.969998999999998,29.969998999999998,29.969998999999998,29.969998999999998,0,6.391282
1986-05-29,29.98,29.98,29.98,29.98,0,6.393414
1986-05-30,29.98,29.98,29.98,29.98,0,6.393414
1986-06-02,29.82,29.82,29.82,29.82,0,6.359293
1986-06-03,29.83,29.83,29.83,29.83,0,6.361426
1986-06-04,29.690001000000002,29.690001000000002,29.690001000000002,29.690001000000002,0,6.33157
1986-06-05,29.690001000000002,29.690001000000002,29.690001000000002,29.690001000000002,0,6.33157
1986-06-06,29.73,29.73,29.73,29.73,0,6.3401
1986-06-09,29.379998999999998,29.379998999999998,29.379998999999998,29.379998999999998,0,6.265461
1986-06-10,29.23,29.23,29.23,29.23,0,6.233472
1986-06-11,29.33,29.33,29.33,29.33,0,6.254798
1986-06-12,29.360001,29.360001,29.360001,29.360001,0,6.261196
1986-06-13,29.620001000000002,29.620001000000002,29.620001000000002,29.620001000000002,0,6.316643
1986-06-16,29.610001,29.610001,29.610001,29.610001,0,6.31451
1986-06-17,29.52,29.52,29.52,29.52,0,6.295317
1986-06-18,29.5,29.5,29.5,29.5,0,6.291052
1986-06-19,29.48,29.48,29.48,29.48,0,6.286786
1986-06-20,29.559998999999998,29.559998999999998,29.559998999999998,29.559998999999998,0,6.303847
1986-06-23,29.57,29.57,29.57,29.57,0,6.305979
1986-06-24,29.73,29.73,29.73,29.73,0,6.3401
1986-06-25,29.870001000000002,29.870001000000002,29.870001000000002,29.870001000000002,0,6.369956
1986-06-26,29.870001000000002,29.870001000000002,29.870001000000002,29.870001000000002,0,6.369956
1986-06-27,29.969998999999998,29.969998999999998,29.969998999999998,29.969998999999998,0,6.391282
1986-06-30,29.969998999999998,29.969998999999998,29.969998999999998,29.969998999999998,0,6.391282
1986-07-01,29.969998999999998,29.969998999999998,29.969998999999998,29.969998999999998,0,6.391282
1986-07-02,30.15,30.15,30.15,30.15,0,6.429668
1986-07-03,30.200001,30.200001,30.200001,30.200001,0,6.440331
1986-07-07,29.59,29.59,29.59,29.59,0,6.310245
1986-07-08,29.17,29.17,29.17,29.17,0,6.220676999999999
1986-07-09,29.370001000000002,29.370001000000002,29.370001000000002,29.370001000000002,0,6.263329
1986-07-10,29.370001000000002,29.370001000000002,29.370001000000002,29.370001000000002,0,6.263329
1986-07-11,29.389999,29.389999,29.389999,29.389999,0,6.267593
1986-07-14,29.02,29.02,29.02,29.02,0,6.188689
1986-07-15,28.639999,28.639999,28.639999,28.639999,0,6.107651000000001
1986-07-16,28.690001000000002,28.690001000000002,28.690001000000002,28.690001000000002,0,6.118314
1986-07-17,28.73,28.73,28.73,28.73,0,6.126844
1986-07-18,28.629998999999998,28.629998999999998,28.629998999999998,28.629998999999998,0,6.105519
1986-07-21,28.360001,28.360001,28.360001,28.360001,0,6.0617019999999995
1986-07-22,28.41,28.41,28.41,28.41,0,6.072389
